False Positive Rate,True Positive Rate
0.0,0.0
7.236971484759095e-05,0.9898268752729349
0.00015889872173058015,0.9980233212402163
0.00028685676827269746,0.9992273841916087
0.00043212061619141265,0.9995989955994491
0.0006272041953457883,0.9997596073096174
0.0008647656506063586,0.9998698310322819
0.0011746968207145198,0.999916020020827
0.0016739429695181907,0.9999548607611946
0.0026504097017371353,0.9999716567570291
0.006062799082268109,0.9999916020020827
1.0,1.0
